event_id,timestamp,source,event_type,severity,user_id,device_id,src_ip,event_location,authentication_result,process_name,alert_status,analyst_decision,quality_flags,user_department,user_role,employment_status,privileged_account,user_location,asset_hostname,asset_type,asset_department,asset_owner,asset_criticality,operating_system
AUTH003919,2026-03-02 12:53:00,AUTHENTICATION,LOGIN,LOW,U0185,D0070,10.14.191.220,Marseille,SUCCESS,,,,,Communication,Assistant,ACTIVE,NO,Marseille,PHF-WS-0070,VM,Regions,Direction,CRITICAL,Windows 10
EDR000198,2026-03-02 12:54:31,EDR,Unusual Network,MEDIUM,U0029,D0104,,,,chrome.exe,In Progress,FALSE_POSITIVE,,Juridique,Engineer,ACTIVE,NO,Toulouse,PHF-LT-0104,Desktop,Juridique,,LOW,Windows 11
AUTH000641,2026-03-02 12:57:53,AUTHENTICATION,LOGIN,LOW,U0019,D0113,,Paris,SUCCESS,,,,INVALID_SRC_IP,Regions,Analyst,ACTIVE,NO,Lyon,PHF-WS-0113,Desktop,IT,Regions,CRITICAL,Windows Server 2022
AUTH001134,2026-03-02 12:59:00,AUTHENTICATION,LOGIN,MEDIUM,U0034,D0010,10.28.54.162,Lille,SUCCESS,,,,,Finance,Assistant,ACTIVE,NO,Bordeaux,PHF-LT-0010,Server,Juridique,Finance,MEDIUM,Ubuntu 22.04
AUTH001176,2026-03-02 13:01:49,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0016,D0134,10.30.241.102,Bordeaux,SUCCESS,,,,,IT,Engineer,ACTIVE,NO,Lyon,PHF-LT-0134,Desktop,Juridique,IT,LOW,macOS 14
AUTH000693,2026-03-02 13:02:00,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0296,D0080,10.46.138.189,Lille,SUCCESS,,,,,RH,Engineer,ACTIVE,NO,Toulouse,PHF-WS-0080,Mobile,Finance,Communication,CRITICAL,macOS 14
AUTH003599,2026-03-02 13:02:10,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0051,D0113,10.27.156.231,Paris,SUCCESS,,,,,Finance,Director,ACTIVE,YES,Paris,PHF-WS-0113,Desktop,IT,Regions,CRITICAL,Windows Server 2022
EDR001850,2026-03-02 13:04:36,EDR,Suspicious Process,CRITICAL,U0260,D9001,,,,inventory_scan.exe,Open,NEEDS_INVESTIGATION,UNKNOWN_DEVICE_REF,Finance,Technician,ACTIVE,NO,Lyon,,,,,,
AUTH001673,2026-03-02 13:08:37,AUTHENTICATION,VPN_CONNECT,LOW,U0028,D0032,10.25.205.80,Nantes,SUCCESS,,,,,IT,Technician,ACTIVE,NO,Nantes,PHF-VM-0032,Desktop,IT,RH,HIGH,Windows 10
AUTH000622,2026-03-02 13:09:28,AUTHENTICATION,LOGIN,MEDIUM,U0265,D0170,10.8.186.131,Bordeaux,SUCCESS,,,,,IT,Engineer,ACTIVE,NO,Marseille,PHF-LT-0170,VM,RH,RH,LOW,Windows Server 2019
AUTH001921,2026-03-02 13:10:53,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0302,D0015,10.19.56.195,Lyon,SUCCESS,,,,,Finance,Technician,ACTIVE,NO,Nantes,PHF-WS-0015,Server,Communication,Finance,CRITICAL,Windows Server 2019
AUTH003667,2026-03-02 13:13:09,AUTHENTICATION,RDP_SESSION,LOW,U0040,D0200,10.0.229.246,Nantes,SUCCESS,,,,,Communication,Assistant,ACTIVE,NO,Toulouse,PHF-SRV-0200,Desktop,Finance,Communication,CRITICAL,Ubuntu 22.04
EDR000030,2026-03-02 13:14:51,EDR,Unusual Network,LOW,U0138,D0067,,,,outlook.exe,In Progress,FALSE_POSITIVE,,IT,Analyst,INACTIVE,NO,Toulouse,PHF-WS-0067,Mobile,RH,,LOW,Ubuntu 22.04
AUTH003962,2026-03-02 13:16:00,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0252,D0091,10.44.183.161,Bordeaux,SUCCESS,,,,,Finance,Engineer,ACTIVE,NO,Marseille,PHF-SRV-0091,Server,RH,Regions,LOW,Windows Server 2019
AUTH004077,2026-03-02 13:19:00,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0341,D0132,10.41.180.196,Bordeaux,SUCCESS,,,,,Direction,Assistant,ACTIVE,NO,Toulouse,PHF-VM-0132,Mobile,Juridique,Regions,LOW,Windows 10
EDR000808,2026-03-02 13:20:42,EDR,Unusual Network,MEDIUM,U0194,D0157,,,,sccm_client.exe,Open,FALSE_POSITIVE,,Finance,Director,ACTIVE,NO,Paris,PHF-WS-0157,Mobile,Direction,Communication,HIGH,macOS 14
EDR000541,2026-03-02 13:20:53,EDR,Suspicious Process,MEDIUM,U0015,D0008,,,,outlook.exe,Closed,FALSE_POSITIVE,,Communication,Manager,ACTIVE,NO,Lille,PHF-SRV-0008,Mobile,Finance,Communication,HIGH,Windows 11
AUTH004318,2026-03-02 13:25:08,AUTHENTICATION,LOGOUT,LOW,U0139,D0046,10.7.55.183,Lyon,SUCCESS,,,,,IT,Assistant,ACTIVE,NO,Lyon,PHF-VM-0046,Desktop,Communication,RH,LOW,Ubuntu 22.04
EDR000199,2026-03-02 13:29:06,EDR,PUP Detected,MEDIUM,U0300,D0126,,,,inventory_scan.exe,Closed,FALSE_POSITIVE,,Communication,Manager,ACTIVE,NO,Lille,PHF-SRV-0126,Desktop,Juridique,RH,CRITICAL,macOS 14
AUTH002458,2026-03-02 13:29:38,AUTHENTICATION,LOGIN,LOW,U0169,D0136,10.29.110.14,Bordeaux,SUCCESS,,,,,Regions,Coordinator,ACTIVE,NO,Lyon,PHF-WS-0136,Server,Regions,,,macOS 14
AUTH004802,2026-03-02 13:31:54,AUTHENTICATION,LOGIN,LOW,U0366,D9001,10.14.239.128,Lyon,SUCCESS,,,,UNKNOWN_DEVICE_REF,IT,Assistant,ACTIVE,NO,Paris,,,,,,
AUTH003074,2026-03-02 13:32:00,AUTHENTICATION,LOGIN,LOW,U0376,D0199,10.14.39.76,Bordeaux,SUCCESS,,,,,Finance,Manager,ACTIVE,NO,Marseille,PHF-SRV-0199,Laptop,Finance,Direction,MEDIUM,macOS 14
AUTH002380,2026-03-02 13:33:53,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0337,D0094,10.20.44.46,Toulouse,SUCCESS,,,,,Regions,Manager,ACTIVE,YES,Lille,PHF-LT-0094,Desktop,RH,Juridique,HIGH,macOS 14
EDR000099,2026-03-02 13:36:02,EDR,PUP Detected,MEDIUM,U0230,D0002,,,,antivirus_update.exe,In Progress,FALSE_POSITIVE,,Direction,Analyst,ACTIVE,NO,Lille,PHF-WS-0002,VM,Juridique,IT,CRITICAL,Windows Server 2022
AUTH001168,2026-03-02 13:36:08,AUTHENTICATION,RDP_SESSION,LOW,U0217,D0054,10.6.160.67,Lille,SUCCESS,,,,,Direction,Assistant,ACTIVE,NO,Lille,PHF-WS-0054,Mobile,RH,Juridique,HIGH,Windows Server 2019
AUTH000199,2026-03-02 13:37:33,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,,D0188,10.26.5.248,Toulouse,SUCCESS,,,,MISSING_USER_ID,,,,,,PHF-VM-0188,Desktop,Direction,,MEDIUM,Ubuntu 22.04
AUTH003981,2026-03-02 13:37:33,AUTHENTICATION,RDP_SESSION,MEDIUM,U0069,D0117,10.2.54.36,Lille,SUCCESS,,,,,Regions,Director,ACTIVE,NO,Nantes,PHF-WS-0117,Desktop,Finance,Finance,LOW,macOS 14
EDR000296,2026-03-02 13:38:34,EDR,PUP Detected,HIGH,U0279,D0054,,,,teams.exe,Closed,FALSE_POSITIVE,,RH,Coordinator,ACTIVE,NO,Paris,PHF-WS-0054,Mobile,RH,Juridique,HIGH,Windows Server 2019
EDR000809,2026-03-02 13:40:51,EDR,PUP Detected,LOW,U0113,D0159,,,,inventory_scan.exe,Open,FALSE_POSITIVE,,IT,Engineer,ACTIVE,YES,Paris,PHF-LT-0159,VM,Finance,Communication,MEDIUM,macOS 14
AUTH002618,2026-03-02 13:42:00,AUTHENTICATION,LOGIN,LOW,U0113,D0070,10.34.116.133,Lille,SUCCESS,,,,,IT,Engineer,ACTIVE,YES,Paris,PHF-WS-0070,VM,Regions,Direction,CRITICAL,Windows 10
EDR000469,2026-03-02 13:45:13,EDR,PUP Detected,HIGH,U0362,D0152,,,,python.exe,In Progress,FALSE_POSITIVE,,IT,Engineer,ACTIVE,NO,Paris,PHF-VM-0152,Desktop,Finance,IT,CRITICAL,Windows 11
EDR000542,2026-03-02 13:45:50,EDR,Unusual Network,LOW,U0287,D0132,,,,inventory_scan.exe,In Progress,FALSE_POSITIVE,,Communication,Engineer,ACTIVE,NO,Lille,PHF-VM-0132,Mobile,Juridique,Regions,LOW,Windows 10
EDR000003,2026-03-02 13:50:29,EDR,Unusual Network,HIGH,U0328,D0003,,,,antivirus_update.exe,In Progress,FALSE_POSITIVE,,Juridique,Engineer,ACTIVE,NO,Nantes,PHF-SRV-0003,Server,IT,IT,CRITICAL,Windows Server 2022
EDR000888,2026-03-02 14:01:08,EDR,Suspicious Process,LOW,U0149,D0003,,,,chrome.exe,In Progress,FALSE_POSITIVE,,Regions,Technician,ACTIVE,NO,Toulouse,PHF-SRV-0003,Server,IT,IT,CRITICAL,Windows Server 2022
AUTH003994,2026-03-02 14:02:46,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0024,D0141,10.18.58.18,Bordeaux,SUCCESS,,,,,Juridique,Assistant,ACTIVE,NO,Lille,PHF-SRV-0141,Desktop,Juridique,Regions,HIGH,Windows Server 2022
EDR000165,2026-03-02 14:03:18,EDR,Suspicious Process,HIGH,U0291,D0116,,,,inventory_scan.exe,In Progress,FALSE_POSITIVE,,Direction,Technician,ACTIVE,NO,Paris,PHF-VM-0116,Laptop,Juridique,Communication,MEDIUM,Windows Server 2022
AUTH001569,2026-03-02 14:03:24,AUTHENTICATION,RDP_SESSION,LOW,U0155,D0163,10.42.131.179,Paris,SUCCESS,,,,,Juridique,Manager,ACTIVE,NO,Lille,PHF-VM-0163,Desktop,RH,IT,,Ubuntu 22.04
EDR000206,2026-03-02 14:03:53,EDR,PUP Detected,HIGH,U0079,D0149,,,,outlook.exe,In Progress,FALSE_POSITIVE,,Regions,Technician,INACTIVE,NO,Marseille,PHF-LT-0149,Server,IT,Direction,HIGH,Windows 10
AUTH003177,2026-03-02 14:05:00,AUTHENTICATION,RDP_SESSION,LOW,U0190,D0034,10.45.249.159,Paris,SUCCESS,,,,,IT,Manager,ACTIVE,YES,Toulouse,PHF-VM-0034,VM,RH,Communication,MEDIUM,Windows 11
EDR000878,2026-03-02 14:13:11,EDR,Suspicious Process,LOW,U0191,D0141,,,,chrome.exe,Closed,FALSE_POSITIVE,,Communication,Analyst,ACTIVE,NO,Paris,PHF-SRV-0141,Desktop,Juridique,Regions,HIGH,Windows Server 2022
AUTH004597,2026-03-02 14:16:00,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0347,D0136,10.4.231.214,Lille,SUCCESS,,,,,Finance,Assistant,ACTIVE,NO,Lille,PHF-WS-0136,Server,Regions,,,macOS 14
EDR000528,2026-03-02 14:18:27,EDR,PUP Detected,HIGH,U0210,D0031,,,,chrome.exe,Closed,FALSE_POSITIVE,,Juridique,Director,ACTIVE,NO,Lyon,PHF-WS-0031,Mobile,Juridique,,MEDIUM,Windows 10
EDR000612,2026-03-02 14:21:40,EDR,PUP Detected,HIGH,U0194,D0164,,,,outlook.exe,Closed,,NOT_REVIEWED,Finance,Director,ACTIVE,NO,Paris,PHF-SRV-0164,Mobile,Finance,Finance,,Windows 11
AUTH004011,2026-03-02 14:29:00,AUTHENTICATION,LOGIN,MEDIUM,U0207,D0005,10.31.19.229,Marseille,SUCCESS,,,,,Juridique,Assistant,ACTIVE,NO,Bordeaux,PHF-WS-0005,Desktop,Communication,,CRITICAL,Windows Server 2022
AUTH003563,2026-03-02 14:35:25,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0250,D0145,10.28.162.140,Lille,SUCCESS,,,,,Communication,Manager,ACTIVE,NO,Paris,PHF-WS-0145,Mobile,RH,Direction,LOW,macOS 14
AUTH000964,2026-03-02 14:36:00,AUTHENTICATION,LOGOUT,LOW,,D0101,10.23.29.196,Bordeaux,SUCCESS,,,,MISSING_USER_ID,,,,,,PHF-VM-0101,Server,Communication,Regions,LOW,Windows 10
AUTH003517,2026-03-02 14:36:00,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0325,D0139,10.17.170.111,Nantes,SUCCESS,,,,,Communication,Coordinator,ACTIVE,NO,Lille,PHF-LT-0139,Server,Juridique,Finance,LOW,Windows Server 2019
EDR000755,2026-03-02 14:39:18,EDR,Unusual Network,HIGH,U0200,D0111,,,,inventory_scan.exe,In Progress,FALSE_POSITIVE,,Direction,Assistant,ACTIVE,YES,Bordeaux,PHF-SRV-0111,Laptop,RH,Regions,HIGH,Windows Server 2019
AUTH001024,2026-03-02 14:40:00,AUTHENTICATION,LOGIN,LOW,U0155,D0009,10.3.114.165,Nantes,SUCCESS,,,,,Juridique,Manager,ACTIVE,NO,Lille,PHF-WS-0009,VM,Communication,Communication,LOW,Windows 10
AUTH001859,2026-03-02 14:42:00,AUTHENTICATION,RDP_SESSION,MEDIUM,U0115,D0127,10.13.63.220,Lille,SUCCESS,,,,,IT,Engineer,ACTIVE,NO,Lyon,PHF-LT-0127,Laptop,Regions,Regions,,Windows Server 2019
AUTH000062,2026-03-02 14:45:00,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0389,D0130,10.3.94.208,Bordeaux,SUCCESS,,,,,RH,Director,ACTIVE,NO,Marseille,PHF-WS-0130,Mobile,RH,Direction,MEDIUM,Windows Server 2019
AUTH003684,2026-03-02 14:48:44,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0328,D0125,10.50.214.198,Nantes,SUCCESS,,,,,Juridique,Engineer,ACTIVE,NO,Nantes,PHF-SRV-0125,Desktop,Communication,Finance,,Windows 11
AUTH001914,2026-03-02 14:53:00,AUTHENTICATION,RDP_SESSION,LOW,U0106,D0094,10.8.204.27,Marseille,SUCCESS,,,,,Direction,Manager,ACTIVE,NO,Marseille,PHF-LT-0094,Desktop,RH,Juridique,HIGH,macOS 14
EDR000522,2026-03-02 14:53:50,EDR,PUP Detected,MEDIUM,U0047,D0046,,,,chrome.exe,Open,FALSE_POSITIVE,,Regions,Manager,INACTIVE,NO,Paris,PHF-VM-0046,Desktop,Communication,RH,LOW,Ubuntu 22.04
AUTH003857,2026-03-02 14:59:40,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0333,D0080,10.19.199.211,Paris,SUCCESS,,,,,Finance,Technician,ACTIVE,NO,Marseille,PHF-WS-0080,Mobile,Finance,Communication,CRITICAL,macOS 14
AUTH003452,2026-03-02 15:05:00,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0158,D0058,10.45.15.231,Paris,SUCCESS,,,,,Direction,Analyst,ACTIVE,NO,Marseille,PHF-WS-0058,Mobile,RH,IT,,macOS 14
AUTH001246,2026-03-02 15:07:32,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0113,D0147,10.44.26.114,Toulouse,FAILURE,,,,,IT,Engineer,ACTIVE,YES,Paris,PHF-LT-0147,VM,IT,IT,HIGH,Windows Server 2019
AUTH004287,2026-03-02 15:10:00,AUTHENTICATION,LOGIN,LOW,U0145,D0158,10.2.4.241,Nantes,SUCCESS,,,,,Regions,Engineer,ACTIVE,YES,Lyon,PHF-VM-0158,Desktop,Finance,Regions,LOW,Windows 11
AUTH004302,2026-03-02 15:11:00,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0224,D0091,10.13.145.72,Lyon,SUCCESS,,,,,Finance,Analyst,ACTIVE,NO,Bordeaux,PHF-SRV-0091,Server,RH,Regions,LOW,Windows Server 2019
AUTH002082,2026-03-02 15:15:54,AUTHENTICATION,LOGIN,MEDIUM,,D0183,10.0.24.230,Lille,SUCCESS,,,,MISSING_USER_ID,,,,,,PHF-SRV-0183,Mobile,Regions,IT,CRITICAL,Windows Server 2022
EDR001742,2026-03-02 15:16:55,EDR,PowerShell Abuse,CRITICAL,U0332,D0190,,,,powershell_enc.exe,Closed,TRUE_POSITIVE,,Direction,Technician,ACTIVE,NO,Nantes,PHF-LT-0190,Laptop,Juridique,RH,CRITICAL,Windows Server 2022
AUTH002156,2026-03-02 15:17:00,AUTHENTICATION,RDP_SESSION,LOW,U0175,D0007,10.13.59.129,Lyon,SUCCESS,,,,,RH,Engineer,ACTIVE,YES,Lille,PHF-WS-0007,Laptop,RH,IT,LOW,Windows 10
EDR000552,2026-03-02 15:22:17,EDR,PUP Detected,LOW,U0081,D0196,,,,teams.exe,Open,FALSE_POSITIVE,,Regions,Manager,ACTIVE,NO,Lille,PHF-WS-0196,Desktop,Direction,Juridique,MEDIUM,macOS 14
AUTH001713,2026-03-02 15:24:51,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0233,D0119,10.40.96.185,Lille,SUCCESS,,,,,IT,Assistant,ACTIVE,NO,Toulouse,PHF-VM-0119,Laptop,IT,,LOW,Windows Server 2019
EDR000346,2026-03-02 15:30:47,EDR,Unusual Network,LOW,U0176,D0062,,,,sccm_client.exe,Open,FALSE_POSITIVE,,Juridique,Analyst,ACTIVE,NO,Paris,PHF-VM-0062,Laptop,Finance,RH,HIGH,Windows Server 2022
AUTH003917,2026-03-02 15:32:50,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0392,D0029,10.20.254.194,Bordeaux,SUCCESS,,,,,Direction,Director,ACTIVE,NO,Lille,PHF-WS-0029,Server,Communication,IT,CRITICAL,Windows 11
EDR001771,2026-03-02 15:33:55,EDR,PowerShell Abuse,HIGH,U0209,D0021,,,,powershell_enc.exe,Closed,,NOT_REVIEWED,RH,Director,INACTIVE,NO,Paris,PHF-WS-0020,Server,RH,Juridique,CRITICAL,Windows 11
AUTH002839,2026-03-02 15:35:27,AUTHENTICATION,LOGIN,MEDIUM,U0093,D0033,10.6.125.165,Lyon,SUCCESS,,,,,Regions,Coordinator,ACTIVE,NO,Lille,PHF-SRV-0033,VM,Juridique,Juridique,CRITICAL,Ubuntu 22.04
AUTH000632,2026-03-02 15:36:00,AUTHENTICATION,VPN_CONNECT,LOW,U0040,D0109,10.42.169.252,Nantes,SUCCESS,,,,,Communication,Assistant,ACTIVE,NO,Toulouse,PHF-VM-0109,Desktop,IT,Juridique,MEDIUM,Windows Server 2019
AUTH000883,2026-03-02 15:36:00,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0080,D0134,10.26.144.199,Paris,SUCCESS,,,,,Direction,Director,ACTIVE,NO,Bordeaux,PHF-LT-0134,Desktop,Juridique,IT,LOW,macOS 14
AUTH000058,2026-03-02 15:37:35,AUTHENTICATION,LOGIN,LOW,U0337,D0169,10.2.131.81,Marseille,SUCCESS,,,,,Regions,Manager,ACTIVE,YES,Lille,PHF-LT-0169,Mobile,Communication,IT,HIGH,Windows Server 2022
AUTH002668,2026-03-02 15:38:02,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0369,D0150,10.27.52.72,Toulouse,SUCCESS,,,,,Regions,Coordinator,ACTIVE,YES,Lille,PHF-WS-0150,Mobile,Finance,Finance,MEDIUM,Ubuntu 22.04
EDR000514,2026-03-02 15:38:12,EDR,Unusual Network,LOW,U0367,D0055,,,,python.exe,In Progress,FALSE_POSITIVE,,IT,Engineer,INACTIVE,NO,Lyon,PHF-LT-0055,Server,Finance,Regions,HIGH,Windows Server 2022
EDR000292,2026-03-02 15:38:25,EDR,Unusual Network,LOW,U0347,D0057,,,,antivirus_update.exe,Closed,FALSE_POSITIVE,,Finance,Assistant,ACTIVE,NO,Lille,PHF-VM-0057,Server,IT,IT,HIGH,Ubuntu 22.04
EDR001722,2026-03-02 15:39:08,EDR,Credential Access,MEDIUM,U0125,D0145,,,,teams.exe,Open,,NOT_REVIEWED,Regions,Coordinator,ACTIVE,NO,Paris,PHF-WS-0145,Mobile,RH,Direction,LOW,macOS 14
AUTH001997,2026-03-02 15:42:00,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0051,D0094,10.29.104.102,Bordeaux,SUCCESS,,,,,Finance,Director,ACTIVE,YES,Paris,PHF-LT-0094,Desktop,RH,Juridique,HIGH,macOS 14
AUTH000799,2026-03-02 15:45:59,AUTHENTICATION,LOGOUT,MEDIUM,U0099,D0161,10.5.226.183,Bordeaux,SUCCESS,,,,,IT,Analyst,ACTIVE,NO,Nantes,PHF-VM-0161,Mobile,RH,IT,MEDIUM,macOS 14
AUTH000618,2026-03-02 15:48:32,AUTHENTICATION,VPN_CONNECT,LOW,U0264,D0162,10.19.164.127,Toulouse,SUCCESS,,,,,Juridique,Director,ACTIVE,NO,Lille,PHF-WS-0162,Desktop,RH,Juridique,,Ubuntu 22.04
AUTH001778,2026-03-02 15:56:00,AUTHENTICATION,VPN_CONNECT,LOW,U0336,D0124,10.6.166.110,Toulouse,SUCCESS,,,,,RH,Manager,ACTIVE,NO,Toulouse,PHF-LT-0124,Desktop,Regions,Direction,LOW,Windows 11
AUTH000166,2026-03-02 15:56:02,AUTHENTICATION,LOGOUT,MEDIUM,U0173,D0143,10.3.150.29,Marseille,SUCCESS,,,,,Juridique,Director,ACTIVE,NO,Lille,PHF-VM-0143,Desktop,Communication,RH,HIGH,Ubuntu 22.04
AUTH000974,2026-03-02 15:58:00,AUTHENTICATION,RDP_SESSION,LOW,U0151,D0122,10.24.229.171,Lyon,SUCCESS,,,,,Juridique,Manager,ACTIVE,NO,Marseille,PHF-SRV-0122,VM,Regions,Communication,CRITICAL,Windows Server 2022
AUTH000191,2026-03-02 15:58:12,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0024,D0006,10.1.177.12,Paris,SUCCESS,,,,,Juridique,Assistant,ACTIVE,NO,Lille,PHF-LT-0006,Server,Direction,Regions,LOW,Ubuntu 22.04
AUTH004792,2026-03-02 15:59:00,AUTHENTICATION,LOGIN,LOW,U0338,D9003,10.36.49.3,Lyon,SUCCESS,,,,UNKNOWN_DEVICE_REF,Juridique,Technician,ACTIVE,NO,Lille,,,,,,
AUTH001214,2026-03-02 16:17:04,AUTHENTICATION,VPN_CONNECT,LOW,U0008,D0035,10.47.103.191,Marseille,SUCCESS,,,,,Regions,Technician,ACTIVE,NO,Lyon,PHF-SRV-0035,Mobile,Regions,Juridique,MEDIUM,Windows Server 2019
AUTH000844,2026-03-02 16:18:55,AUTHENTICATION,VPN_CONNECT,LOW,U0077,D0186,10.32.227.231,Toulouse,SUCCESS,,,,,Direction,Assistant,ACTIVE,YES,Bordeaux,PHF-LT-0186,Laptop,IT,Direction,LOW,Ubuntu 22.04
AUTH003368,2026-03-02 16:19:31,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0078,D0040,10.33.18.37,Marseille,FAILURE,,,,,Direction,Director,ACTIVE,YES,Lille,PHF-WS-0040,Mobile,IT,Communication,HIGH,Windows Server 2019
AUTH002967,2026-03-02 16:21:17,AUTHENTICATION,VPN_CONNECT,LOW,U0085,D0181,10.16.86.157,Lille,SUCCESS,,,,,Regions,Assistant,ACTIVE,NO,Toulouse,PHF-LT-0181,Desktop,Direction,IT,CRITICAL,Windows 10
AUTH000926,2026-03-02 16:21:29,AUTHENTICATION,LOGIN,LOW,U0129,D0009,10.6.228.253,Nantes,SUCCESS,,,,,Juridique,Technician,ACTIVE,NO,Lille,PHF-WS-0009,VM,Communication,Communication,LOW,Windows 10
AUTH003723,2026-03-02 16:25:37,AUTHENTICATION,LOGIN,MEDIUM,U0189,D0124,10.43.235.205,Lyon,SUCCESS,,,,,RH,Analyst,ACTIVE,NO,Lille,PHF-LT-0124,Desktop,Regions,Direction,LOW,Windows 11
AUTH000163,2026-03-02 16:26:42,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0362,D0091,10.32.6.187,Toulouse,SUCCESS,,,,,IT,Engineer,ACTIVE,NO,Paris,PHF-SRV-0091,Server,RH,Regions,LOW,Windows Server 2019
AUTH001008,2026-03-02 16:27:29,AUTHENTICATION,LOGIN,LOW,U0394,D0043,10.23.50.33,Toulouse,SUCCESS,,,,,RH,Coordinator,ACTIVE,NO,Marseille,PHF-SRV-0043,VM,Juridique,Communication,HIGH,Ubuntu 22.04
AUTH001150,2026-03-02 16:27:31,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,,D0151,10.5.202.142,Marseille,SUCCESS,,,,MISSING_USER_ID,,,,,,PHF-LT-0151,Mobile,Regions,Juridique,CRITICAL,Windows 11
AUTH002912,2026-03-02 16:28:22,AUTHENTICATION,MFA_CHALLENGE,LOW,U0186,D0146,10.48.216.77,Marseille,SUCCESS,,,,,Juridique,Coordinator,ACTIVE,NO,Lyon,PHF-VM-0146,Laptop,IT,Juridique,HIGH,Windows Server 2022
AUTH001875,2026-03-02 16:28:53,AUTHENTICATION,VPN_CONNECT,LOW,U0277,D0074,10.9.152.111,Lyon,SUCCESS,,,,,Finance,Manager,ACTIVE,NO,Bordeaux,PHF-WS-0074,Server,Juridique,,MEDIUM,Windows Server 2022
AUTH002202,2026-03-02 16:30:07,AUTHENTICATION,MFA_CHALLENGE,LOW,U0378,D0100,10.45.235.89,Lille,SUCCESS,,,,,IT,Analyst,ACTIVE,NO,Lille,PHF-LT-0100,VM,Finance,Regions,CRITICAL,Windows 11
AUTH001730,2026-03-02 16:38:55,AUTHENTICATION,RDP_SESSION,LOW,U0352,D0057,10.0.179.155,Paris,SUCCESS,,,,,Direction,Director,ACTIVE,NO,Bordeaux,PHF-VM-0057,Server,IT,IT,HIGH,Ubuntu 22.04
AUTH003785,2026-03-02 16:40:18,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0280,D0127,10.50.227.130,Lille,SUCCESS,,,,,Finance,Coordinator,ACTIVE,YES,Paris,PHF-LT-0127,Laptop,Regions,Regions,,Windows Server 2019
AUTH000972,2026-03-02 16:42:00,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0145,D0129,10.39.240.126,Lyon,SUCCESS,,,,,Regions,Engineer,ACTIVE,YES,Lyon,PHF-VM-0129,Server,Direction,IT,CRITICAL,Windows 10
AUTH000502,2026-03-02 16:50:25,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0278,D0161,10.1.90.30,Toulouse,SUCCESS,,,,,Regions,Coordinator,ACTIVE,NO,Toulouse,PHF-VM-0161,Mobile,RH,IT,MEDIUM,macOS 14
EDR000796,2026-03-02 16:54:08,EDR,Unusual Network,HIGH,U0049,D0150,,,,outlook.exe,In Progress,FALSE_POSITIVE,,Regions,Analyst,ACTIVE,NO,Lille,PHF-WS-0150,Mobile,Finance,Finance,MEDIUM,Ubuntu 22.04
AUTH004157,2026-03-02 17:04:56,AUTHENTICATION,LOGOUT,LOW,U0141,D0002,10.25.229.65,Bordeaux,SUCCESS,,,,,IT,Engineer,ACTIVE,NO,Bordeaux,PHF-WS-0002,VM,Juridique,IT,CRITICAL,Windows Server 2022
EDR001688,2026-03-02 17:07:31,EDR,Malware Signature,MEDIUM,U0345,D0103,,,,inventory_scan.exe,Open,NEEDS_INVESTIGATION,,Direction,Engineer,ACTIVE,NO,Lyon,PHF-SRV-0103,Server,RH,Finance,CRITICAL,macOS 14
AUTH000761,2026-03-02 17:10:51,AUTHENTICATION,LOGIN,MEDIUM,U0223,D0164,10.2.196.94,Toulouse,SUCCESS,,,,,Direction,Technician,ACTIVE,NO,Lyon,PHF-SRV-0164,Mobile,Finance,Finance,,Windows 11
AUTH002939,2026-03-02 17:13:44,AUTHENTICATION,VPN_CONNECT,LOW,U0319,D0169,10.7.247.208,Nantes,SUCCESS,,,,,RH,Coordinator,ACTIVE,NO,Lille,PHF-LT-0169,Mobile,Communication,IT,HIGH,Windows Server 2022
